X1,lastName,firstName,Date,Period,School,Sport,proportion_male,proportion_female,gender
4508,Mitchell,Vicki,2018-2019,Jul 2002 -  ,"University at Buffalo, the State University of New York ","Women's Track, Outdoor ",0.0018,0.9982,female
4509,Mittie,Jeff,2018-2019,Apr 2014 -  ,Kansas State University ,Women's Basketball ,0.9977,0.0023,male
4510,Miyashiro,Ronn,2018-2019,Jan 1998 -  ,"University of Hawaii, Manoa ",Men's Golf ,1,0,male
4511,Miyashita,Mark,2018-2019,Sep 2017 -  ,Canisius College ,Men's Lacrosse ,0.9967,0.0033,male
4512,Mock Kirkpatrick,Brenda,2018-2019,Jun 2012 - May 2020 ,University of North Carolina Asheville ,Women's Basketball ,0.0033,0.9967,female
4513,Modesto,Bob,2018-2019,Aug 2019 -  ,Valparaiso University ,Women's Tennis ,0.9969,0.0031,male
4514,Modise,Dominic,2018-2019,Jul 2012 - Sep 2018 ,The University of Southern Mississippi ,Women's Tennis ,0.9907,0.0093,male
4515,Moglia,Joe,2018-2019,Feb 2018 - Mar 2019 ,Coastal Carolina University ,Football ,0.9745,0.0255,male
4516,Mohl,William 'Billy',2018-2019,Jul 2017 -  ,University of South Florida ,Baseball ,NA,NA,male
4517,Molchan,Yury,2018-2019,Oct 2016 -  ,Sacred Heart University ,Women's Fencing ,0.0779,0.9221,female
4518,Molchan,Yury,2018-2019,Oct 2016 -  ,Sacred Heart University ,Men's Fencing ,0.0779,0.9221,female
4519,Molinard,Pascal,2018-2019,Aug 2004 -  ,Campbell University ,Women's Swimming and Diving ,0.996,0.004,male
4520,Molnar,Doug,2018-2019,Oct 2004 - Jul 2019 ,Austin Peay State University ,"Women's Track, Outdoor ",0.9998,0.0002,male
4521,Molnar,Doug,2018-2019,Oct 2004 - Jul 2019 ,Austin Peay State University ,Men's Cross Country ,0.9998,0.0002,male
4522,Molnar,Doug,2018-2019,Oct 2004 - Jul 2019 ,Austin Peay State University ,Women's Cross Country ,0.9998,0.0002,male
4523,Molnar,Doug,2018-2019,Oct 2004 - Jul 2019 ,Austin Peay State University ,"Women's Track, Indoor ",0.9998,0.0002,male
4524,Monaghan,Brooks,2018-2019,Jan 2001 -  ,University of Memphis ,Women's Soccer ,0.9353,0.0647,male
4525,Moncel,Mike,2018-2019,Aug 2003 -  ,Eastern Illinois University ,Men's Golf ,0.9966,0.0034,male
4526,Moncel,Mike,2018-2019,Aug 2003 -  ,Eastern Illinois University ,Women's Golf ,0.9966,0.0034,male
4527,Monken,Jeff,2018-2019,Jan 2014 -  ,U.S. Military Academy ,Football ,0.9977,0.0023,male
4528,Monson,Dan,2018-2019,May 2007 -  ,Long Beach State University ,Men's Basketball ,0.9954,0.0046,male
4529,Montana,Pablo,2018-2019,Jan 2017 -  ,University of Delaware ,Men's Tennis ,0.998,0.002,male
4530,Montgomery,Jamie,2018-2019,Apr 2018 -  ,University of Richmond ,Field Hockey ,0.2295,0.7705,female
4531,Montgomery,Kevin,2018-2019,Aug 2018 -  ,Jackson State University ,Softball ,0.9951,0.0049,male
4532,Montgomery,Mark,2018-2019,May 2011 - Apr 2021 ,Northern Illinois University ,Men's Basketball ,0.9967,0.0033,male
4533,Montgomery,Mark,2018-2019,Oct 2012 - Oct 2019 ,Louisiana Tech University ,Softball ,0.9967,0.0033,male
4534,Montgomery,Philip,2018-2019,Jan 2015 -  ,The University of Tulsa ,Football ,0.9967,0.0033,male
4535,Montgomery,Scottie,2018-2019,Feb 2016 - Feb 2019 ,East Carolina University ,Football ,0.8816,0.1184,male
4536,Montigel,Bill,2018-2019,Mar 1996 -  ,Texas Christian University ,Men's Golf ,0.9971,0.0029,male
4537,Montoro,Felipe,2018-2019,Feb 2011 -  ,Santa Clara University ,Women's Cross Country ,0.9948,0.0052,male
4538,Montoro,Felipe,2018-2019,Feb 2011 -  ,Santa Clara University ,"Men's Track, Outdoor ",0.9948,0.0052,male
4539,Montoro,Felipe,2018-2019,Feb 2011 -  ,Santa Clara University ,Men's Cross Country ,0.9948,0.0052,male
4540,Montoro,Felipe,2018-2019,Feb 2011 -  ,Santa Clara University ,"Women's Track, Outdoor ",0.9948,0.0052,male
4541,Mooberry,Christy,2018-2019,Jun 2013 - Aug 2019 ,Charleston Southern University ,Women's Volleyball ,0.0128,0.9872,female
4542,Moodie,Richard,2018-2019,Jan 2017 -  ,University of South Alabama ,Women's Soccer ,0.9963,0.0037,male
4543,Moody,McGee,2018-2019,Sep 2007 -  ,"University of South Carolina, Columbia ",Men's Swimming and Diving ,NA,NA,male
4544,Moody,McGee,2018-2019,Sep 2007 -  ,"University of South Carolina, Columbia ",Women's Swimming and Diving ,NA,NA,male
4545,Moon,Jared,2018-2019,Sep 2005 -  ,Houston Baptist University ,Baseball ,0.9959,0.0041,male
4546,Moon,Johnny,2018-2019,Sep 1972 -  ,Seton Hall University ,Men's Cross Country ,0.9894,0.0106,male
4547,Moon,Johnny,2018-2019,Sep 1972 -  ,Seton Hall University ,Women's Cross Country ,0.9894,0.0106,male
4548,Mooney,Angela,2018-2019,Mar 2017 -  ,Abilene Christian University ,Women's Volleyball ,0.003,0.997,female
4549,Mooney,Angela,2018-2019,Sep 2017 -  ,Abilene Christian University ,Women's Beach Volleyball ,0.003,0.997,female
4550,Mooney,Chris,2018-2019,Jun 2005 -  ,University of Richmond ,Men's Basketball ,0.8507,0.1493,male
4551,Moore,Amanda,2018-2019,Sep 2017 -  ,East Carolina University ,Women's Lacrosse ,0.0026,0.9974,female
4552,Moore,Darlene,2018-2019,Aug 2016 - Apr 2019 ,Florida A&M University ,Men's Cross Country ,0.0028,0.9972,female
4553,Moore,Darlene,2018-2019,Aug 2016 - Apr 2019 ,Florida A&M University ,"Men's Track, Indoor ",0.0028,0.9972,female
4554,Moore,Darlene,2018-2019,Sep 2009 - Apr 2019 ,Florida A&M University ,Women's Cross Country ,0.0028,0.9972,female
4555,Moore,Darlene,2018-2019,Sep 2009 - Apr 2019 ,Florida A&M University ,"Women's Track, Outdoor ",0.0028,0.9972,female
4556,Moore,Darlene,2018-2019,Sep 2009 - Apr 2019 ,Florida A&M University ,"Women's Track, Indoor ",0.0028,0.9972,female
4557,Moore,Darlene,2018-2019,Aug 2016 - Apr 2019 ,Florida A&M University ,"Men's Track, Outdoor ",0.0028,0.9972,female
4558,Moore,Gabrielle,2018-2019,Dec 2017 -  ,Jackson State University ,Women's Tennis ,0.0052,0.9948,female
4559,Moore,Gabrielle,2018-2019,Dec 2017 -  ,Jackson State University ,Men's Tennis ,0.0052,0.9948,female
4560,Moore,Glenn,2018-2019,Aug 2003 -  ,Baylor University ,Softball ,0.9933,0.0067,male
4561,Moore,Greg,2018-2019,Aug 2019 -  ,Saint Mary's College of California ,Baseball ,0.998,0.002,male
4562,Moore,Greg,2018-2019,Aug 2013 - Jul 2019 ,"California State University, Northridge ",Baseball ,0.998,0.002,male
4563,Moore,James,2018-2019,Aug 2017 -  ,Alabama A&M University ,Women's Bowling ,0.9956,0.0044,male
4564,Moore,Josh,2018-2019,Apr 2018 -  ,Cleveland State University ,Men's Wrestling ,1,0,male
4565,Moore,Justin,2018-2019,Sep 2010 - Sep 2018 ,Syracuse University ,Women's Rowing ,0.9947,0.0053,male
4566,Moore,Mandy,2018-2019,Oct 2018 -  ,Eastern Kentucky University ,Women's Golf ,0.0034,0.9966,female
4567,Moore,Melanie,2018-2019,May 2019 -  ,Xavier University ,Women's Basketball ,0.0025,0.9975,female
4568,Moore,Ryan,2018-2019,Sep 2006 -  ,Valparaiso University ,"Women's Track, Indoor ",0.9768,0.0232,male
4569,Moore,Ryan,2018-2019,Sep 2006 -  ,Valparaiso University ,"Women's Track, Outdoor ",0.9768,0.0232,male
4570,Moore,Ryan,2018-2019,Aug 2006 -  ,Valparaiso University ,"Men's Track, Outdoor ",0.9768,0.0232,male
4571,Moore,Ryan,2018-2019,Aug 2006 -  ,Valparaiso University ,"Men's Track, Indoor ",0.9768,0.0232,male
4572,Moore,Scott,2018-2019,Aug 2013 -  ,Lock Haven University of Pennsylvania ,Men's Wrestling ,0.9964,0.0036,male
4573,Moore,Steve,2018-2019,Aug 2005 -  ,Texas A&M University-Corpus Christi ,Men's Tennis ,0.9961,0.0039,male
4574,Moore,Steve,2018-2019,Aug 2007 -  ,Texas A&M University-Corpus Christi ,Women's Tennis ,0.9961,0.0039,male
4575,Moore,Teague,2018-2019,Jul 2011 - Mar 2021 ,American University ,Men's Wrestling ,0.9734,0.0266,male
4576,Moore,Wes,2018-2019,Jun 2013 -  ,North Carolina State University ,Women's Basketball ,1,0,male
4577,Moorhead,Joe,2018-2019,Dec 2017 - Feb 2020 ,Mississippi State University ,Football ,0.9745,0.0255,male
4578,Morales,Aileen,2018-2019,Jul 2017 -  ,Georgia Institute of Technology ,Softball ,0.0002,0.9998,female
4579,Morales,Pablo,2018-2019,Sep 2001 -  ,"University of Nebraska, Lincoln ",Women's Swimming and Diving ,0.998,0.002,male
4580,Moran,Ryan,2018-2019,Jul 2016 -  ,"University of Maryland, Baltimore County ",Men's Lacrosse ,0.9768,0.0232,male
4581,Moranda,Bobby,2018-2019,Aug 2007 -  ,Western Carolina University ,Baseball ,0.9724,0.0276,male
4582,Morawski,Stephanie,2018-2019,Aug 2003 -  ,Harvard University ,Women's Swimming and Diving ,0.0034,0.9966,female
4583,Moreau,John,2018-2019,Feb 2015 -  ,University of the Incarnate Word ,Women's Fencing ,0.9961,0.0039,male
4584,Moreau,John,2018-2019,Feb 2015 -  ,University of the Incarnate Word ,Men's Fencing ,0.9961,0.0039,male
4585,Moren,Teri,2018-2019,Aug 2014 -  ,"Indiana University, Bloomington ",Women's Basketball ,0.0046,0.9954,female
4586,Moreno,Agustin,2018-2019,Apr 2015 -  ,Loyola Marymount University ,Women's Tennis ,0.9982,0.0018,male
4587,Morett Crutiss,Charlene,2018-2019,Sep 1987 -  ,Pennsylvania State University ,Field Hockey ,0.0029,0.9971,female
4588,Morey,Cara,2018-2019,Jul 2017 -  ,Princeton University ,Women's Ice Hockey ,0.0012,0.9988,female
4589,Morgan,Christy,2018-2019,Feb 2014 -  ,James Madison University ,Field Hockey ,0.0128,0.9872,female
4590,Morgan,Jessica,2018-2019,Sep 2014 - Jul 2020 ,George Mason University ,Women's Lacrosse ,0.0032,0.9968,female
4591,Morin,Dave,2018-2019,Jul 1996 -  ,Western Michigan University ,Men's Tennis ,0.9985,0.0015,male
4592,Moros,Cristina,2018-2019,Jul 2015 -  ,University of South Florida ,Women's Tennis ,0.0051,0.9949,female
4593,Morreale,Sam,2018-2019,Aug 2011 -  ,Northern Illinois University ,Women's Gymnastics ,0.9872,0.0128,male
4594,Morrell,Halley,2018-2019,Jul 2019 -  ,Bradley University ,Women's Golf ,0.0176,0.9824,female
4595,Morrell,Mike,2018-2019,May 2018 -  ,University of North Carolina Asheville ,Men's Basketball ,0.9966,0.0034,male
4596,Morris,Chad,2018-2019,Jan 2018 - Dec 2019 ,"University of Arkansas, Fayetteville ",Football ,0.9954,0.0046,male
4597,Morris,Eric,2018-2019,Mar 2018 -  ,University of the Incarnate Word ,Football ,0.9947,0.0053,male
4598,Morris,Mark,2018-2019,Jun 2016 - May 2019 ,St. Lawrence University ,Men's Ice Hockey ,0.9967,0.0033,male
4599,Morris,Mike,2018-2019,Aug 2003 - May 2019 ,Samford University ,Women's Basketball ,0.9966,0.0034,male
4600,Morris,Shelly,2018-2019,Apr 2018 -  ,Northeastern University ,Field Hockey ,0.0183,0.9817,female
4601,Morris,Tom,2018-2019,Feb 1998 - May 2020 ,East Carolina University ,Women's Tennis ,0.9969,0.0031,male
4602,Morrison,Christian,2018-2019,Aug 2003 -  ,Sacred Heart University ,"Women's Track, Indoor ",0.9491,0.0509,male
4603,Morrison,Christian,2018-2019,Aug 2003 -  ,Sacred Heart University ,"Men's Track, Outdoor ",0.9491,0.0509,male
4604,Morrison,Christian,2018-2019,Aug 2003 -  ,Sacred Heart University ,Men's Cross Country ,0.9491,0.0509,male
4605,Morrison,Christian,2018-2019,Aug 2003 -  ,Sacred Heart University ,"Men's Track, Indoor ",0.9491,0.0509,male
4606,Morrison,Christian,2018-2019,Aug 2003 -  ,Sacred Heart University ,Women's Cross Country ,0.9491,0.0509,male
4607,Morrison,Christian,2018-2019,Aug 2003 -  ,Sacred Heart University ,"Women's Track, Outdoor ",0.9491,0.0509,male
4608,Morrison,John,2018-2019,Sep 2004 -  ,U.S. Naval Academy ,Women's Swimming and Diving ,0.9961,0.0039,male
4609,Morrow,Charles,2018-2019,Aug 2005 -  ,Lipscomb University ,Men's Soccer ,0.9949,0.0051,male
4610,Mortera,Ric,2018-2019,Aug 2018 - Aug 2019 ,"California State University, Fresno ",Women's Tennis ,1,0,male
4611,Mortera,Ric,2018-2019,Aug 2019 -  ,University of Utah ,Women's Tennis ,1,0,male
4612,Mortiz,Moritz,2018-2019,Apr 2013 -  ,"University of South Carolina, Columbia ",Women's Beach Volleyball ,1,0,male
4613,Morton,Lauren,2018-2019,Jul 2018 -  ,Boston University ,Women's Lacrosse ,0.0093,0.9907,female
4614,Moseley,Jay,2018-2019,Aug 2015 -  ,The Ohio State University ,Men's Golf ,0.9875,0.0125,male
4615,Moseley,Marisa,2018-2019,May 2018 -  ,Boston University ,Women's Basketball ,0.0013,0.9987,female
4616,Moser,Porter,2018-2019,May 2011 -  ,Loyola University Chicago ,Men's Basketball ,0.9728,0.0272,male
4617,Mosley,Blake,2018-2019,Aug 2016 - Jan 2021 ,Appalachian State University ,Women's Tennis ,0.9642,0.0358,male
4618,Mosqueda,Sylvia,2018-2019,Jun 2019 -  ,Pepperdine University ,Men's Cross Country ,0.0037,0.9963,female
4619,Mosqueda,Sylvia,2018-2019,Jun 2019 -  ,Pepperdine University ,Women's Cross Country ,0.0037,0.9963,female
4620,Mosqueda,Sylvia,2018-2019,Jun 2019 -  ,Pepperdine University ,"Women's Track, Indoor ",0.0037,0.9963,female
4621,Mosqueda,Sylvia,2018-2019,Jun 2019 -  ,Pepperdine University ,"Women's Track, Outdoor ",0.0037,0.9963,female
4622,Mosqueda,Sylvia,2018-2019,Jun 2019 -  ,Pepperdine University ,"Men's Track, Outdoor ",0.0037,0.9963,female
4623,Moss,Zachary,2018-2019,Oct 2016 -  ,Northwestern University ,Women's Fencing ,0.9969,0.0031,male
4624,Mossman,Matilda,2018-2019,Apr 2011 -  ,The University of Tulsa ,Women's Basketball ,0,1,female
4625,Moton,LeVelle,2018-2019,May 2009 -  ,North Carolina Central University ,Men's Basketball ,1,0,male
4626,Mott,Matt,2018-2019,Aug 2010 -  ,University of Mississippi ,Women's Soccer ,0.9997,0.0003,male
4627,Mott,Taylor,2018-2019,Apr 2012 -  ,Austin Peay State University ,Women's Volleyball ,0.2457,0.7543,female
4628,Mott,Taylor,2018-2019,Apr 2016 -  ,Austin Peay State University ,Women's Beach Volleyball ,0.2457,0.7543,female
4629,Motzko,Bob,2018-2019,May 2018 -  ,"University of Minnesota, Twin Cities ",Men's Ice Hockey ,0.9969,0.0031,male
4630,Mowat,Katherine,2018-2019,Sep 2004 -  ,Ball State University ,Women's Golf ,0.0028,0.9972,female
4631,Moynihan,Michael,2018-2019,Feb 2012 -  ,Northwestern University ,Women's Soccer ,0.9947,0.0053,male
4632,Mucci,Mike,2018-2019,Aug 2019 -  ,Southern Utah University ,Women's Tennis ,0.9966,0.0034,male
4633,Mudd,Jessie,2018-2019,Aug 2015 -  ,Lamar University ,Men's Golf ,0.4993,0.5007,female
4634,Mueller,Darren,2018-2019,Aug 2004 -  ,North Dakota State University ,Softball ,0.994,0.006,male
4635,Mueller,Dominik,2018-2019,Sep 2016 -  ,Old Dominion University ,Men's Tennis ,0.9855,0.0145,male
4636,Mueller,Jon,2018-2019,Aug 2000 -  ,University at Albany ,Baseball ,0.9921,0.0079,male
4637,Mueller,Mark,2018-2019,Sep 2013 -  ,Grand Canyon University ,Men's Golf ,0.9967,0.0033,male
4638,Mueller,Rich,2018-2019,Aug 2005 -  ,Columbia University-Barnard College ,Men's Golf ,1,0,male
4639,Muggeo,Scott,2018-2019,Nov 2018 -  ,Hofstra University ,Women's Golf ,0.9964,0.0036,male
4640,Mulflur,Mary Lou,2018-2019,Jan 1984 -  ,University of Washington ,Women's Golf ,NA,NA,female
4641,Mulkey,Kim,2018-2019,Aug 2003 -  ,Baylor University ,Women's Basketball ,0.1546,0.8454,female
4642,Mullen,Colleen,2018-2019,Jun 2018 -  ,University at Albany ,Women's Basketball ,0.002,0.998,female
4643,Mullen,Dan,2018-2019,Jan 2018 -  ,University of Florida ,Football ,0.9954,0.0046,male
4644,Muller,Daniel,2018-2019,Jun 2012 -  ,Illinois State University ,Men's Basketball ,0.9954,0.0046,male
4645,Mulligan,Kendall,2018-2019,Aug 2018 -  ,Georgetown University ,Women's Rowing ,0.3813,0.6187,female
4646,Mullin,Christopher,2018-2019,May 2015 - May 2019 ,St. John's University (New York) ,Men's Basketball ,0.995,0.005,male
4647,Mullins,Beth,2018-2019,Jul 2014 -  ,Troy University ,Softball ,0.002,0.998,female
4648,Mullins,Bryan,2018-2019,Apr 2019 -  ,Southern Illinois University at Carbondale ,Men's Basketball ,0.9951,0.0049,male
4649,Mullins,Harry,2018-2019,Aug 1987 -  ,University of Kentucky ,Mixed Rifle ,0.9953,0.0047,male
4650,Mulqueen,Mike,2018-2019,Aug 1983 -  ,"Rutgers, The State University of New Jersey, New Brunswick ",Men's Cross Country ,0.9966,0.0034,male
4651,Mulqueen,Mike,2018-2019,Aug 1983 - Jul 2019 ,"Rutgers, The State University of New Jersey, New Brunswick ","Men's Track, Outdoor ",0.9966,0.0034,male
4652,Mulqueen,Mike,2018-2019,Aug 1983 - Jul 2019 ,"Rutgers, The State University of New Jersey, New Brunswick ","Men's Track, Indoor ",0.9966,0.0034,male
4653,Mulrooney,Richard,2018-2019,Jun 2014 -  ,University of Memphis ,Men's Soccer ,0.9963,0.0037,male
4654,Mulvey,Kevin,2018-2019,Aug 2016 -  ,Villanova University ,Baseball ,0.9951,0.0049,male
4655,Mumma,Bob,2018-2019,Jul 2011 - Jun 2019 ,"University of Maryland, Baltimore County ",Baseball ,0.9969,0.0031,male
4656,Munday,Lindsey,2018-2019,Aug 2011 -  ,University of Southern California ,Women's Lacrosse ,0.0361,0.9639,female
4657,Mundell,Matthew,2018-2019,Jul 2014 -  ,University of Evansville ,Softball ,0.9962,0.0038,male
4658,Munson,Colleen,2018-2019,Feb 2005 -  ,Western Michigan University ,Women's Volleyball ,0.002,0.998,female
4659,Murphy,Brian,2018-2019,Jan 2014 -  ,William & Mary ,Baseball ,0.9958,0.0042,male
4660,Murphy,Colleen,2018-2019,Jul 2017 -  ,U.S. Air Force Academy ,Women's Swimming and Diving ,0.002,0.998,female
4661,Murphy,Jack,2018-2019,May 2012 - Jul 2019 ,Northern Arizona University ,Men's Basketball ,0.9969,0.0031,male
4662,Murphy,John,2018-2019,Aug 2016 -  ,Georgia Southern University ,Men's Soccer ,0.9961,0.0039,male
4663,Murphy,John,2018-2019,Sep 1984 -  ,Brown University ,Women's Rowing ,0.9961,0.0039,male
4664,Murphy,Ken,2018-2019,Aug 2013 -  ,Northern Arizona University ,Women's Volleyball ,0.9992,0.0008,male
4665,Murphy,Michael,2018-2019,Aug 2009 -  ,University of Pennsylvania ,Men's Lacrosse ,0.9947,0.0053,male
4666,Murphy,Patrick,2018-2019,Aug 2003 -  ,University of Alabama ,Softball ,0.9955,0.0045,male
4667,Murphy,Rob,2018-2019,May 2011 -  ,Eastern Michigan University ,Men's Basketball ,1,0,male
4668,Murphy,Ryan J.,2018-2019,Jun 2014 -  ,University of Texas at Austin ,Women's Golf ,NA,NA,male
4669,Murphy,Timothy,2018-2019,Sep 2013 -  ,Pennsylvania State University ,Women's Swimming and Diving ,0.9957,0.0043,male
4670,Murphy,Timothy,2018-2019,Sep 2013 -  ,Pennsylvania State University ,Men's Swimming and Diving ,0.9957,0.0043,male
4671,Murphy,Timothy L.,2018-2019,Aug 2003 -  ,Harvard University ,Football ,NA,NA,male
4672,Murray,Alan,2018-2019,Sep 2016 -  ,University of Washington ,Men's Golf ,0.9968,0.0032,male
4673,Murray,Andy,2018-2019,Sep 2011 -  ,Western Michigan University ,Men's Ice Hockey ,0.9881,0.0119,male
4674,Murray,Colette,2018-2019,Feb 2006 -  ,University of Tennessee at Chattanooga ,Women's Golf ,0,1,female
4675,Murray,Freddie,2018-2019,Aug 2016 -  ,Grambling State University ,Women's Basketball ,0.9003,0.0997,male
4676,Murray,Guy,2018-2019,Sep 1993 -  ,University of Detroit Mercy ,Women's Cross Country ,0.9959,0.0041,male
4677,Murray,Guy,2018-2019,Aug 2003 -  ,University of Detroit Mercy ,"Men's Track, Indoor ",0.9959,0.0041,male
4678,Murray,Guy,2018-2019,Sep 1993 -  ,University of Detroit Mercy ,Men's Cross Country ,0.9959,0.0041,male
4679,Murray,Guy,2018-2019,Aug 1993 -  ,University of Detroit Mercy ,"Women's Track, Outdoor ",0.9959,0.0041,male
4680,Murray,Guy,2018-2019,Aug 1993 -  ,University of Detroit Mercy ,"Women's Track, Indoor ",0.9959,0.0041,male
4681,Murray,Guy,2018-2019,Aug 2003 -  ,University of Detroit Mercy ,"Men's Track, Outdoor ",0.9959,0.0041,male
4682,Murray,Patrice,2018-2019,Aug 1994 -  ,Monmouth University ,Women's Tennis ,0.0203,0.9797,female
4683,Murry,Riley,2018-2019,Aug 2016 -  ,Mississippi Valley State University ,Women's Tennis ,0.5063,0.4937,male
4684,Murry,Riley,2018-2019,Aug 2016 -  ,Mississippi Valley State University ,Men's Tennis ,0.5063,0.4937,male
